id,match_won,opp_win_percentage,toss_won,home,match_type,fifty_plus_t1,fifty_plus_partnerships_t1,fours_t1,sixes_t1,extras_t1,pp_wickets_t1,wickets_t1,balls_first_50_t1,dots_t1,run_rate_t1,highest_ind_t1,highest_ind_sr_t1,X2nd_highest_score_t1,highest_wickets_t1,worst_bowler_runs_t1,spinners_t1,pacers_t1,fifty_plus_t2,fifty_plus_partnerships_t2,fours_t2,sixes_t2,extras_t2,pp_wickets_t2,wickets_t2,balls_first_50_t2,dots_t2,run_rate_t2,highest_ind_t2,highest_ind_sr_t2,X2nd_highest_score_t2,highest_wickets_t2,worst_bowler_runs_t2,spinners_t2,pacers_t2
392205,0,0.7143,1,2,0,0,1,11,5,7,2,5,53,51,7.05,41,136.66,39,2,27,3,4,0,1,12,5,7,3,7,52,49,7.22,39,121.87,36,2,29,4,3
392206,1,0.5789,0,2,0,0,1,15,5,9,2,10,36,44,8.15,45,132.35,32,4,32,3,4,2,1,15,4,3,2,8,37,52,7.25,52,167.74,51,3,41,2,4
392210,1,0.6364,0,2,0,2,1,25,8,4,0,4,35,40,10.55,77,175,68,3,38,3,3,0,0,11,4,19,3,8,56,59,6.65,48,129.72,19,2,44,4,3
392214,1,0.6087,1,2,0,2,2,19,9,6,0,3,32,37,10.27,89,153.44,56,1,41,3,4,2,2,12,8,6,1,3,33,26,9.66,58,161.11,50,1,38,2,4
392215,0,0.5714,1,2,0,0,1,7,3,13,3,10,70,56,5.8,35,116.66,18,1,30,3,4,1,1,11,2,6,0,3,57,48,6.26,50,131.57,21,3,33,1,4
392222,0,0.4783,1,2,0,0,0,10,3,18,3,9,32,64,5.95,43,186.95,20,1,32,3,3,1,1,12,4,6,2,2,46,47,7.46,70,118.64,41,2,32,3,5
392223,1,0.3333,0,2,0,0,1,16,6,12,1,7,35,45,8.65,44,122.22,44,4,47,2,4,1,1,13,7,8,2,10,35,44,8.18,64,193.93,41,2,52,1,5
392224,0,0.36,1,2,0,1,0,12,3,4,2,10,36,48,6.55,60,157.89,18,2,32,2,4,0,1,11,4,8,3,8,52,51,6.71,46,92,38,2,35,2,4
392228,0,0.32,0,2,0,0,1,11,6,7,1,5,60,45,8,48,117.07,43,1,58,3,3,0,1,14,6,7,0,4,34,43,8.3,43,138.7,32,2,40,2,4
392233,0,0.32,0,2,0,0,0,7,3,5,4,9,46,65,5.05,22,183.33,18,2,24,3,3,0,1,9,2,5,3,6,74,62,5.23,48,104.34,13,3,22,1,5
392235,0,0.5926,0,2,0,1,1,18,2,24,3,8,45,45,8.25,56,136.58,46,4,38,3,4,1,1,17,6,9,1,6,32,36,9.48,50,185.18,47,3,42,1,4
392236,1,0.3333,1,2,0,1,1,13,7,2,1,4,47,45,8.5,114,156.16,23,2,45,2,4,1,1,10,5,13,0,6,33,37,7.9,60,139.53,18,2,47,2,3
392237,0,0.3214,0,2,0,1,1,13,4,10,2,8,38,46,7.65,65,127.45,39,3,38,3,3,1,1,15,6,6,1,4,23,41,8.71,85,242.85,24,3,33,2,4
392238,0,0.4286,0,2,0,0,1,11,4,6,0,5,32,40,7.3,36,133.33,28,1,29,3,4,0,1,16,4,5,2,4,31,46,7.91,48,137.14,44,2,38,2,3
392239,1,0.4483,0,2,0,1,1,9,4,8,2,6,44,47,7.15,53,110.41,33,3,34,2,3,0,0,10,5,10,1,9,47,53,6.85,32,152.38,27,4,43,2,3
419108,0,0.5862,0,1,1,1,1,14,2,13,3,9,44,52,7.1,56,116.66,21,2,33,3,3,1,1,16,1,7,2,5,49,44,7.36,72,133.33,31,2,37,2,4
419114,1,0.6129,0,0,1,2,1,19,9,17,1,7,27,30,10.9,63,196.87,61,2,24,2,4,0,0,14,2,11,1,9,31,42,7.27,28,155.55,26,2,50,2,3
419115,0,0.4375,0,0,1,0,0,5,2,7,1,10,67,64,4.63,26,108.33,19,0,34,1,3,0,1,14,1,7,0,0,30,27,8.71,44,129.41,42,3,25,1,4
419118,1,0.3793,1,1,0,0,0,20,2,8,1,7,35,34,8.4,45,125,37,2,29,3,3,0,1,12,2,5,1,5,48,42,6.7,36,105.88,33,2,33,2,4
419122,0,0.4667,1,0,1,1,2,15,2,15,0,3,43,38,7.75,75,125,31,2,44,2,3,1,2,21,1,4,0,3,26,37,8.43,71,147.91,30,2,38,1,4
419123,1,0.5588,0,1,1,1,1,14,8,14,1,5,42,46,8.55,68,178.94,24,4,40,1,4,0,1,14,3,11,1,7,51,54,6.75,32,114.28,31,3,49,2,3
419128,1,0.4857,0,0,0,1,0,15,5,8,2,4,25,31,9.15,50,172.41,45,2,42,1,4,0,1,15,3,16,0,9,38,31,8.3,39,134.48,38,1,45,1,4
419126,0,0.6176,1,0,1,0,0,8,6,11,2,9,32,40,7.4,49,140,25,1,40,3,3,1,2,11,9,11,0,2,30,35,9.63,73,214.7,45,3,35,4,3
419127,1,0.5294,1,0,1,2,1,20,3,18,2,5,35,40,9.15,75,159.57,50,2,32,3,4,0,0,13,3,6,2,6,42,45,7.2,30,111.11,24,2,42,1,5
419130,1,0.4,0,0,1,1,1,24,3,10,1,7,36,50,8.6,55,127.9,49,3,31,1,5,0,0,9,6,11,4,10,35,47,7.41,45,160.71,27,3,40,2,4
419131,1,0.375,1,1,1,2,1,15,7,4,3,4,28,34,8.85,107,155.07,53,2,37,1,5,0,0,11,3,11,3,9,47,44,6.85,30,142.85,29,2,38,3,4
419132,0,0.5152,0,0,1,1,0,14,1,21,2,10,38,37,8.15,57,121.27,22,3,32,2,5,1,0,14,4,17,1,6,39,40,8.41,50,125,31,4,34,1,5
419134,1,0.6389,1,1,1,1,1,17,6,13,3,6,33,33,9.4,69,181.57,43,3,37,3,4,0,0,9,6,3,4,10,42,52,6.84,27,192.85,24,3,49,3,3
419138,1,0.3784,1,1,1,1,3,16,5,7,0,5,35,35,8.9,55,189.65,44,2,28,1,5,0,0,8,1,7,2,10,45,43,6.27,21,116.66,19,3,40,3,2
419140,1,0.4737,1,1,1,1,1,14,11,8,2,5,32,45,9.2,75,163.04,35,3,40,2,3,1,0,9,6,2,1,9,53,40,7.35,54,128.57,22,1,39,4,3
419142,1,0.5429,1,1,1,0,1,14,2,18,1,4,41,35,8.25,35,112.9,31,2,39,3,3,0,0,11,3,14,0,9,43,47,7.05,45,128.57,33,2,36,1,6
419143,0,0.6154,1,0,0,0,1,13,4,9,1,6,34,39,7.65,44,133.33,28,1,40,3,4,1,1,20,5,9,0,1,23,30,10.46,83,193.02,44,2,42,2,4
419145,0,0.359,0,1,1,2,1,15,8,15,1,6,40,46,9.2,68,154.54,58,1,39,1,4,2,2,17,8,8,1,3,47,34,9.62,78,136.84,53,2,38,1,4
419150,1,0.625,0,0,1,1,2,20,3,12,3,5,38,38,8.7,89,150.84,31,2,40,2,4,0,1,7,5,8,3,8,53,46,6.85,30,166.66,28,3,37,3,3
419151,1,0.4634,0,1,1,1,1,11,5,9,3,6,50,46,7.55,51,110.86,41,2,34,1,3,0,1,9,3,13,0,10,44,44,7.01,49,140,34,3,40,2,4
419154,0,0.4524,1,1,1,0,1,14,1,8,3,6,56,56,6.5,32,160,28,2,32,2,3,1,1,18,4,1,2,5,33,43,8.42,62,213.79,26,2,36,1,4
419159,0,0.5349,0,1,0,1,2,19,8,5,1,3,37,36,9.6,88,154.38,44,2,44,3,3,2,2,22,7,10,2,4,37,36,9.91,54,186.2,53,1,48,3,4
419161,0,0.3846,1,0,1,0,1,12,2,6,2,8,44,44,6.65,46,124.32,27,1,27,2,5,1,1,13,3,16,0,1,39,42,7.71,57,101.78,42,2,27,3,4
419163,1,0.4318,1,2,1,0,1,11,4,16,3,7,48,44,7.1,37,90.24,30,4,44,4,2,0,0,9,2,8,2,10,69,64,5.37,23,104.54,18,3,33,1,3
501198,1,0.4,1,1,1,1,1,14,4,3,1,4,39,35,7.65,64,116.36,33,1,33,4,2,1,1,14,3,8,0,7,33,40,7.55,54,128.57,27,2,34,3,3
501200,0,0.4565,1,1,1,0,1,13,5,11,0,5,33,39,8.05,45,140.62,36,1,29,2,4,1,1,12,7,13,2,4,37,41,8.67,54,135,33,1,31,2,5
501202,0,0.5,1,0,1,1,0,12,1,10,5,8,66,64,5.6,51,118.6,15,1,28,1,4,0,1,14,4,4,0,3,40,36,8.58,35,109.37,31,3,27,3,4
501203,1,0.4043,1,1,1,1,1,20,3,10,0,4,47,45,8.15,53,117.77,30,3,36,2,4,0,0,13,5,9,2,8,49,40,7.7,48,120,25,2,33,4,3
501207,0,1,1,0,1,0,1,12,5,11,3,8,49,53,7.4,47,142.42,39,2,42,3,3,0,0,12,5,11,1,6,41,45,8.01,37,176.19,31,3,35,3,4
